commit_message,date,lines_added,author,repo,week,year,year_week,commits_per_week,sentiment_score,burnout_label
"FIX reconstruct_from_patches_2d when patch size equals image size (#33643)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-09 15:52:48+00:00,30,EdenRochmanSharabi,scikit-learn/scikit-learn,15,2026,2026-15,1,0.0,High Burnout
"MNT Simplify hstack logic in ColumnTransformer (#32205)

Co-authored-by: Jérôme Dockès <jerome@dockes.org>",2026-04-09 15:09:05+00:00,50,Jérémie du Boisberranger,scikit-learn/scikit-learn,15,2026,2026-15,1,0.0,High Burnout
DOC: Add Multi-Label Classification article URL to Hamming Loss (#33714),2026-04-09 13:50:29+00:00,4,Christine P. Chai,scikit-learn/scikit-learn,15,2026,2026-15,1,-0.3182,High Burnout
"DOC Fix incorrect documented output shape for `predict` method of linear models when `n_targets > 1` (#29026)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-09 12:38:38+00:00,74,Ho Yin Chau,scikit-learn/scikit-learn,15,2026,2026-15,1,0.0,High Burnout
"FIX: StratifiedGroupKFold errors when n_splits > n_groups (#33176)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-08 13:29:03+00:00,13,Chani Fainendler,scikit-learn/scikit-learn,15,2026,2026-15,1,-0.34,High Burnout
"EHN accept metric=""l2"" with ward linkage in agglomeration clustering (#24681)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-08 12:59:26+00:00,47,Guillaume Lemaitre,scikit-learn/scikit-learn,15,2026,2026-15,1,0.3818,High Burnout
"DOC Clarify that group-based splitters do not perform class-label stratification (#33037)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-07 00:39:27+00:00,6,Wiktor Olszowy,scikit-learn/scikit-learn,15,2026,2026-15,1,0.0,High Burnout
"PERF Faster FastICA for deflation + logcosh (#33269)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-06 23:28:45+00:00,11,Mohammad Ahmadullah Khan,scikit-learn/scikit-learn,15,2026,2026-15,2,0.0,High Burnout
DOC Fix misleading parameter docs for `n_clusters` in Spectral Clustering (#33563),2026-04-06 23:11:19+00:00,1,Karthik,scikit-learn/scikit-learn,15,2026,2026-15,1,-0.4019,High Burnout
MNT FIX grammar issue in the `AGENTS.md` file (#33700),2026-04-06 19:12:21+00:00,1,Christian Veenhuis,scikit-learn/scikit-learn,15,2026,2026-15,1,0.0,High Burnout
"FIX Use check_array in inverse_transform for Power/QuantileTransformer (#33268)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-06 18:24:55+00:00,64,Mohammad Ahmadullah Khan,scikit-learn/scikit-learn,15,2026,2026-15,2,0.0,High Burnout
":lock: :robot: CI Update lock files for main CI build(s) :lock: :robot: (#33699)

Co-authored-by: Lock file bot <noreply@github.com>",2026-04-06 12:48:47+00:00,43,scikit-learn-bot,scikit-learn/scikit-learn,15,2026,2026-15,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for array-api CI build(s) :lock: :robot: (#33698)

Co-authored-by: Lock file bot <noreply@github.com>",2026-04-06 12:48:19+00:00,5,scikit-learn-bot,scikit-learn/scikit-learn,15,2026,2026-15,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for scipy-dev CI build(s) :lock: :robot: (#33697)

Co-authored-by: Lock file bot <noreply@github.com>",2026-04-06 12:48:03+00:00,3,scikit-learn-bot,scikit-learn/scikit-learn,15,2026,2026-15,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for free-threaded CI build(s) :lock: :robot: (#33696)

Co-authored-by: Lock file bot <noreply@github.com>",2026-04-06 12:47:47+00:00,1,scikit-learn-bot,scikit-learn/scikit-learn,15,2026,2026-15,4,0.0,Low Burnout
"FIX GroupKFold use stable sort to produce consistent splits across installs (#28464)

Co-authored-by: adrinjalali <adrin.jalali@gmail.com>
Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-06 12:32:16+00:00,7,marikabergengren,scikit-learn/scikit-learn,15,2026,2026-15,1,0.296,High Burnout
"TST use global_random_seed in sklearn/linear_model/tests/test_bayes.py (#33465)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-04 17:00:40+00:00,10,Balaji Seshadri,scikit-learn/scikit-learn,14,2026,2026-14,1,0.0,High Burnout
"MNT Use minlength=n_bins instead of len(bins) (#33229)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-04 00:30:22+00:00,3,holodata-ej,scikit-learn/scikit-learn,14,2026,2026-14,1,0.0,High Burnout
revert #32558,2026-04-03 21:10:40+00:00,1,Jérémie du Boisberranger,scikit-learn/scikit-learn,14,2026,2026-14,1,0.0,High Burnout
"DOC Add demo on estimating the variability of the coverage fraction (#29499)

Co-authored-by: ArturoAmorQ <arturo.amor-quiroz@polytechnique.edu>
Co-authored-by: Christian Lorentzen <lorentzen.ch@gmail.com>",2026-04-03 21:18:02+00:00,101,Arturo Amor,scikit-learn/scikit-learn,14,2026,2026-14,1,0.0,High Burnout
"CI Disable [all random seeds] detection outside pull-request (#32558)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-03 21:02:38+00:00,1,Thomas S.,scikit-learn/scikit-learn,14,2026,2026-14,1,0.0,High Burnout
"PERF Cache `inspect.signature` in GPR kernels (#33067)

Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>
Co-authored-by: Tim Head <betatim@gmail.com>
Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-03 16:54:35+00:00,10,Stanislav Terliakov,scikit-learn/scikit-learn,14,2026,2026-14,1,0.0,High Burnout
"DOC Improve description of  `y_score` param in classification metrics (#33443)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-03 16:16:41+00:00,43,Stefanie Senger,scikit-learn/scikit-learn,14,2026,2026-14,1,0.4404,High Burnout
"API Deprecate probA_ and probB_ in SVC and NuSVC (#33388)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-03 12:04:02+00:00,40,Shruti Nath,scikit-learn/scikit-learn,14,2026,2026-14,1,0.0,High Burnout
DOC Update docstring of `_array_api_for_tests` (#33673),2026-04-02 09:34:51+00:00,1,Lucy Liu,scikit-learn/scikit-learn,14,2026,2026-14,1,0.0,High Burnout
"DOC update Comms team (#33604)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-04-01 15:33:49+00:00,2,Reshama Shaikh,scikit-learn/scikit-learn,14,2026,2026-14,1,0.0,High Burnout
CI increase atol for `float32` and `array_api_strict` to make test pass for all seeds (#33639),2026-03-30 15:45:02+00:00,3,Anne Beyer,scikit-learn/scikit-learn,14,2026,2026-14,2,0.3182,High Burnout
DOC: Correct a few typos in scikit-learn documentation (#33657),2026-03-30 09:16:08+00:00,10,Christine P. Chai,scikit-learn/scikit-learn,14,2026,2026-14,1,0.0,High Burnout
DOC Fix typo and add interactive mode to imports in example (#33612),2026-03-30 08:28:34+00:00,3,Anne Beyer,scikit-learn/scikit-learn,14,2026,2026-14,2,0.0,High Burnout
":lock: :robot: CI Update lock files for scipy-dev CI build(s) :lock: :robot: (#33659)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-30 08:21:11+00:00,3,scikit-learn-bot,scikit-learn/scikit-learn,14,2026,2026-14,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for free-threaded CI build(s) :lock: :robot: (#33660)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-30 08:20:48+00:00,7,scikit-learn-bot,scikit-learn/scikit-learn,14,2026,2026-14,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for array-api CI build(s) :lock: :robot: (#33661)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-30 08:20:24+00:00,50,scikit-learn-bot,scikit-learn/scikit-learn,14,2026,2026-14,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for main CI build(s) :lock: :robot: (#33662)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-30 08:17:44+00:00,219,scikit-learn-bot,scikit-learn/scikit-learn,14,2026,2026-14,4,0.0,Low Burnout
"MNT align type of `multiclass_colors_` for list and colormap in `DecisionBoundaryDisplay` (#33651)

Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>",2026-03-27 17:18:04+00:00,8,Anne Beyer,scikit-learn/scikit-learn,13,2026,2026-13,2,0.0,High Burnout
"DOC Adding link to ecosystem page ""scikit-learn central""  (#33527)",2026-03-27 13:31:25+00:00,1,Yann Lechelle,scikit-learn/scikit-learn,13,2026,2026-13,1,0.0,High Burnout
DOC fix colors and typos in example on Multinomial and One-vs-Rest Decision Boundaries (#33622),2026-03-27 13:30:11+00:00,16,Anne Beyer,scikit-learn/scikit-learn,13,2026,2026-13,2,0.0,High Burnout
"FIX ConvergenceWarning in plot_gpr_on_structured_data (#31164) (#31289)

Co-authored-by: Stefanie Senger <91849487+StefanieSenger@users.noreply.github.com>
Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>",2026-03-27 09:13:30+00:00,8,Daniel Agyapong,scikit-learn/scikit-learn,13,2026,2026-13,1,0.0,High Burnout
" Raise if fit and predict use different array API namespaces or devices (continued) (#33076)

Co-authored-by: Jerome Dockes <jerome@dockes.org>
Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>
Co-authored-by: Omar Salman <omar.salman@arbisoft.com>",2026-03-25 14:22:30+00:00,458,Tim Head,scikit-learn/scikit-learn,13,2026,2026-13,1,0.3612,High Burnout
"Always try to use dlpack-capable `move_to` for NumPy conversions and only use `_convert_to_numpy` as a fallback (#33623)

Co-authored-by: Tim Head <betatim@gmail.com>
Co-authored-by: Omar Salman <omar.salman2007@gmail.com>",2026-03-25 08:34:20+00:00,198,Olivier Grisel,scikit-learn/scikit-learn,13,2026,2026-13,1,0.0,High Burnout
FIX ColumnTransformer HTML display incorrect when all columns are transformed  (#33531),2026-03-24 10:57:09+00:00,35,Dea María Léon,scikit-learn/scikit-learn,13,2026,2026-13,2,0.0,High Burnout
"MNT Clean up deprecations for 1.9: default n_init in MDS (#33595)

Co-authored-by: Tim Head <betatim@gmail.com>",2026-03-24 10:26:53+00:00,8,Nikita,scikit-learn/scikit-learn,13,2026,2026-13,1,0.4019,High Burnout
FIX rounding float numbers in fitted attributes HTML display  (#33615),2026-03-23 19:49:46+00:00,18,Dea María Léon,scikit-learn/scikit-learn,13,2026,2026-13,2,0.0,High Burnout
CI: Restrict all-tests job to run only in main repository (#33571),2026-03-23 14:57:52+00:00,1,sauravyadav1008,scikit-learn/scikit-learn,13,2026,2026-13,1,-0.3818,High Burnout
":lock: :robot: CI Update lock files for main CI build(s) :lock: :robot: (#33609)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-23 09:04:28+00:00,206,scikit-learn-bot,scikit-learn/scikit-learn,13,2026,2026-13,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for array-api CI build(s) :lock: :robot: (#33608)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-23 09:03:46+00:00,40,scikit-learn-bot,scikit-learn/scikit-learn,13,2026,2026-13,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for scipy-dev CI build(s) :lock: :robot: (#33607)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-23 09:03:05+00:00,7,scikit-learn-bot,scikit-learn/scikit-learn,13,2026,2026-13,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for free-threaded CI build(s) :lock: :robot: (#33606)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-23 09:02:36+00:00,7,scikit-learn-bot,scikit-learn/scikit-learn,13,2026,2026-13,4,0.0,Low Burnout
"Refactor array API testing to always pass device and dtype names (#33583)

Co-authored-by: Tim Head <betatim@gmail.com>",2026-03-20 10:42:57+00:00,547,Olivier Grisel,scikit-learn/scikit-learn,12,2026,2026-12,2,0.0,High Burnout
"Fix `pos_label` validation in multiclass scorers (#33473)

Co-authored-by: Lucy Liu <jliu176@gmail.com>",2026-03-19 17:13:16+00:00,65,Olivier Grisel,scikit-learn/scikit-learn,12,2026,2026-12,2,0.0,High Burnout
DOC multiclass user guide - infos about LogisticRegression (#33536),2026-03-18 17:02:53+00:00,2,Christian Lorentzen,scikit-learn/scikit-learn,12,2026,2026-12,3,0.0,Low Burnout
"Fix LogisticRegression with array API and warm start (#33567)

Co-authored-by: Omar Salman <omar.salman@arbisoft.com>",2026-03-18 05:44:34+00:00,40,Tim Head,scikit-learn/scikit-learn,12,2026,2026-12,2,0.2263,High Burnout
"FEA Add array API support for PoissonRegressor with LBFGS (#33348)

Co-authored-by: Omar Salman <omar.salman@arbisoft.com>
Co-authored-by: Omar Salman <omar.salman2007@gmail.com>
Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>",2026-03-17 13:06:50+00:00,458,Christian Lorentzen,scikit-learn/scikit-learn,12,2026,2026-12,3,0.4019,Low Burnout
"Add mixed input support to more metrics `mean_tweedie_deviance`, `d2_tweedie_score`, `d2_pinball_score` (#33552)

Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>",2026-03-17 11:38:26+00:00,18,Tim Head,scikit-learn/scikit-learn,12,2026,2026-12,2,0.4019,High Burnout
"FIX revert pyplot import changes to prevent import issues (#33517)

Co-authored-by: Lucy Liu <jliu176@gmail.com>",2026-03-17 02:56:53+00:00,2,Anne Beyer,scikit-learn/scikit-learn,12,2026,2026-12,1,0.0258,High Burnout
TST Use clone to avoid failure for free-threaded (#33553),2026-03-16 10:46:33+00:00,1,Loïc Estève,scikit-learn/scikit-learn,12,2026,2026-12,1,-0.6705,High Burnout
"ENH change default scoring to log loss in LogisticRegressionCV (#33333)

Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>
Co-authored-by: Omar Salman <omar.salman@arbisoft.com>",2026-03-16 09:56:30+00:00,199,Christian Lorentzen,scikit-learn/scikit-learn,12,2026,2026-12,3,-0.3182,Low Burnout
":lock: :robot: CI Update lock files for main CI build(s) :lock: :robot: (#33551)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-16 07:16:04+00:00,111,scikit-learn-bot,scikit-learn/scikit-learn,12,2026,2026-12,4,0.0,Low Burnout
"🔒 🤖 CI Update lock files for array-api CI build(s) 🔒 🤖 (#33550)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-16 07:13:44+00:00,45,scikit-learn-bot,scikit-learn/scikit-learn,12,2026,2026-12,4,0.0,Low Burnout
"🔒 🤖 CI Update lock files for free-threaded CI build(s) 🔒 🤖 (#33548)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-16 07:12:19+00:00,3,scikit-learn-bot,scikit-learn/scikit-learn,12,2026,2026-12,4,0.0,Low Burnout
"🔒 🤖 CI Update lock files for scipy-dev CI build(s) 🔒 🤖 (#33549)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-16 07:11:50+00:00,3,scikit-learn-bot,scikit-learn/scikit-learn,12,2026,2026-12,4,0.0,Low Burnout
DOC Fix typo in naive_bayes.rst (#33539),2026-03-16 06:48:06+00:00,2,shifanaaaa,scikit-learn/scikit-learn,12,2026,2026-12,1,0.0,High Burnout
DOC Tweak heading type (#33534),2026-03-14 22:27:36+00:00,2,Tim Head,scikit-learn/scikit-learn,11,2026,2026-11,3,0.0,Low Burnout
TST Add `log_loss` to `METRICS_WITH_NORMALIZE_OPTION` in `test_common.py` (#33505),2026-03-14 15:41:25+00:00,5,Lucy Liu,scikit-learn/scikit-learn,11,2026,2026-11,2,0.0,High Burnout
TST Clean up `METRICS_WITH_LABELS` in `test_common.py` (#33506),2026-03-14 15:34:13+00:00,0,Lucy Liu,scikit-learn/scikit-learn,11,2026,2026-11,2,0.4019,High Burnout
FIX example with OneHotEncoder involving int32 index arrays for sparse arrrays (#33530),2026-03-13 16:40:52+00:00,12,Dan Schult,scikit-learn/scikit-learn,11,2026,2026-11,3,0.0,Low Burnout
"CI Add GHA aggregate job (#33508)

Co-authored-by: Loïc Estève <loic.esteve@ymail.com>",2026-03-13 05:48:38+00:00,13,sauravyadav1008,scikit-learn/scikit-learn,11,2026,2026-11,1,0.0,High Burnout
"MNT enable mixed array support for `accuracy_score`, `f1_score`, `multilabel_confusion_matrix`, `precision_score` and `recall_score` (#33504)

Co-authored-by: Tim Head <betatim@gmail.com>",2026-03-11 17:10:52+00:00,15,Omar Salman,scikit-learn/scikit-learn,11,2026,2026-11,1,0.4019,High Burnout
"MNT Return sparray from older fixes of sparse eye, diags, random (#33516)",2026-03-11 16:37:24+00:00,6,Dan Schult,scikit-learn/scikit-learn,11,2026,2026-11,3,0.0,Low Burnout
TST Remove call to `np.random.randint` in `test_missing_values_is_resilient` (#33518),2026-03-11 13:33:18+00:00,1,Arthur Lacote,scikit-learn/scikit-learn,11,2026,2026-11,1,0.0,High Burnout
"Mixed array namespace input for `explained_variance_score`, `mean_squared_log_error`, `median_absolute_error`, `r2_score`, `root_mean_squared_log_error` (#33515)",2026-03-11 13:11:24+00:00,16,Tim Head,scikit-learn/scikit-learn,11,2026,2026-11,3,0.0,Low Burnout
"Mixed array namespace input for `mean_absolute_error`, `mean_squared_error`, `root_mean_squared_error`, `mean_pinball_loss`, `mean_absolute_percentage_error` (#33511)",2026-03-11 12:24:10+00:00,15,Tim Head,scikit-learn/scikit-learn,11,2026,2026-11,3,0.0,Low Burnout
"Enable config setting `sparse_interface` to control sparray and spmatrix creation (#31177)

Co-authored-by: Adrin Jalali <adrin.jalali@gmail.com>",2026-03-11 06:04:06+00:00,1123,Dan Schult,scikit-learn/scikit-learn,11,2026,2026-11,3,0.2732,Low Burnout
"Fix wrong chance_level plot in PrecisionRecallDisplay when using Pytorch data (#33405)

Co-authored-by: Anne Beyer <anne.beyer@mailbox.org>
Co-authored-by: Tim Head <betatim@gmail.com>",2026-03-11 05:43:44+00:00,43,Lucas Oliveira,scikit-learn/scikit-learn,11,2026,2026-11,1,-0.4767,High Burnout
MNT Deprecate `shuffle` and `random_state` params from `TargetEncoder` (#33453),2026-03-10 17:10:10+00:00,85,Stefanie Senger,scikit-learn/scikit-learn,11,2026,2026-11,1,0.0,High Burnout
FIX Fix typo in power_iteration_normalizer's constraints for TruncatedSVD (#33492),2026-03-10 09:44:38+00:00,20,Olivier Grisel,scikit-learn/scikit-learn,11,2026,2026-11,1,0.0,High Burnout
ENH: Display fitted attributes in HTML representation (#33399),2026-03-09 15:12:16+00:00,514,Dea María Léon,scikit-learn/scikit-learn,11,2026,2026-11,1,0.0,High Burnout
"🔒 🤖 CI Update lock files for array-api CI build(s) 🔒 🤖 (#33432)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-09 13:17:40+00:00,43,scikit-learn-bot,scikit-learn/scikit-learn,11,2026,2026-11,4,0.0,Low Burnout
"Fix: GaussianProcessRegressor optimizes the default kernel when optimizer is not None (#32964)

Co-authored-by: Matthias De Lozzo <matthias.delozzo@irt-saintexupery.com>
Co-authored-by: Adrin Jalali <adrin.jalali@gmail.com>",2026-03-09 12:10:42+00:00,20,Matthias De Lozzo,scikit-learn/scikit-learn,11,2026,2026-11,1,0.6486,High Burnout
":lock: :robot: CI Update lock files for free-threaded CI build(s) :lock: :robot: (#33488)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-09 09:17:10+00:00,2,scikit-learn-bot,scikit-learn/scikit-learn,11,2026,2026-11,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for main CI build(s) :lock: :robot: (#33489)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-09 09:14:53+00:00,246,scikit-learn-bot,scikit-learn/scikit-learn,11,2026,2026-11,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for scipy-dev CI build(s) :lock: :robot: (#33487)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-09 09:12:20+00:00,5,scikit-learn-bot,scikit-learn/scikit-learn,11,2026,2026-11,4,0.0,Low Burnout
DOC update LightGBM links (#33486),2026-03-09 09:03:49+00:00,5,James Lamb,scikit-learn/scikit-learn,11,2026,2026-11,1,0.0,High Burnout
DOC mention Newton boosting for HGBT in user guide (#33467),2026-03-09 07:21:23+00:00,7,Christian Lorentzen,scikit-learn/scikit-learn,11,2026,2026-11,1,0.34,High Burnout
FEA Add metric_at_thresholds (#32732),2026-03-07 05:58:50+00:00,491,Lucy Liu,scikit-learn/scikit-learn,10,2026,2026-10,2,0.0,High Burnout
TST Add common test for mixed array API inputs for metrics (#32755),2026-03-06 09:47:39+00:00,334,Lucy Liu,scikit-learn/scikit-learn,10,2026,2026-10,2,0.0,High Burnout
MAINT only run the cuda tests on the CUDA CI runner (#33445),2026-03-05 13:22:41+00:00,4,Olivier Grisel,scikit-learn/scikit-learn,10,2026,2026-10,3,0.0,Low Burnout
"FEA Add support for missing values in tree estimators with `criterion=""absolute_error""` by greatly simplifying the logic (#32119)

Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>
Co-authored-by: Christian Lorentzen <lorentzen.ch@gmail.com>",2026-03-05 12:41:31+00:00,435,Arthur Lacote,scikit-learn/scikit-learn,10,2026,2026-10,1,0.4939,High Burnout
"ENH make `_loss.link.py` array API compatible (#33345)

Co-authored-by: Omar Salman <omar.salman2007@gmail.com>",2026-03-05 10:33:07+00:00,150,Christian Lorentzen,scikit-learn/scikit-learn,10,2026,2026-10,2,0.0,High Burnout
FIX remove changelog entry merged in by mistake (#33447),2026-03-03 23:55:33+00:00,0,Olivier Grisel,scikit-learn/scikit-learn,10,2026,2026-10,3,-0.34,Low Burnout
"FIX always pass `fill_value` to `xp.full` as per array API spec (#33437)

Co-authored-by: Lucy Liu <jliu176@gmail.com>",2026-03-03 17:48:50+00:00,14,Olivier Grisel,scikit-learn/scikit-learn,10,2026,2026-10,3,0.0,Low Burnout
"MNT fix and refactor color handling in DecisionBoundaryDisplay - Part 1 (#33419)

Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>",2026-03-03 13:03:54+00:00,145,Anne Beyer,scikit-learn/scikit-learn,10,2026,2026-10,1,0.0,High Burnout
"Bump the actions group with 2 updates (#33429)

Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",2026-03-03 11:35:45+00:00,9,dependabot[bot],scikit-learn/scikit-learn,10,2026,2026-10,1,0.0,High Burnout
"FIX Added sample weight handling to BinMapper under HGBT (#29641)

Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>
Co-authored-by: antoinebaker <antoinebaker@users.noreply.github.com>
Co-authored-by: Christian Lorentzen <lorentzen.ch@gmail.com>",2026-03-03 09:14:27+00:00,189,Shruti Nath,scikit-learn/scikit-learn,10,2026,2026-10,2,0.0,High Burnout
"Add stricter gradient check for log marginal likelihood in Gaussian Processes (#31543)

Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>
Co-authored-by: Christian Lorentzen <lorentzen.ch@gmail.com>",2026-03-03 08:43:56+00:00,50,Shruti Nath,scikit-learn/scikit-learn,10,2026,2026-10,2,0.0,High Burnout
TST improve test time in `test_calibrated_classifier_cv_works_with_large_confidence_scores` (#33414),2026-03-02 16:31:54+00:00,11,Christian Lorentzen,scikit-learn/scikit-learn,10,2026,2026-10,2,0.4404,High Burnout
CI Clean-up after Azure -> GHA move (#33403),2026-03-02 13:43:28+00:00,84,Loïc Estève,scikit-learn/scikit-learn,10,2026,2026-10,1,0.0,High Burnout
":lock: :robot: CI Update lock files for free-threaded CI build(s) :lock: :robot: (#33433)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-02 10:20:21+00:00,2,scikit-learn-bot,scikit-learn/scikit-learn,10,2026,2026-10,2,0.0,High Burnout
":lock: :robot: CI Update lock files for scipy-dev CI build(s) :lock: :robot: (#33431)

Co-authored-by: Lock file bot <noreply@github.com>",2026-03-02 10:19:56+00:00,2,scikit-learn-bot,scikit-learn/scikit-learn,10,2026,2026-10,2,0.0,High Burnout
"FIX Correct validation in BisectingKMeans with custom init  (#33148)

Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-02-27 04:29:46+00:00,30,Mohammad Ahmadullah Khan,scikit-learn/scikit-learn,9,2026,2026-09,1,0.0,High Burnout
"FIX: Set `levels` explicitly to plot all classes in distinct colors in `DecisionBoundaryDisplay` (#33300)

Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>",2026-02-25 14:42:12+00:00,45,Anne Beyer,scikit-learn/scikit-learn,9,2026,2026-09,2,0.0,High Burnout
FIX make test more robust by increasing dataset size (#33377),2026-02-24 13:28:21+00:00,1,Anne Beyer,scikit-learn/scikit-learn,9,2026,2026-09,2,0.4005,High Burnout
DOC Fix deprecated kwargs in `PrecisionRecallDisplay` in example (#33396),2026-02-24 12:17:40+00:00,2,Lucy Liu,scikit-learn/scikit-learn,9,2026,2026-09,2,0.0,High Burnout
"API Deprecate positional args for confusion_matrix_at_thresholds (#33357)

Co-authored-by: Lucy Liu <jliu176@gmail.com>",2026-02-24 10:22:58+00:00,21,Jérémie du Boisberranger,scikit-learn/scikit-learn,9,2026,2026-09,2,0.0,High Burnout
"ENH add `from_cv_results` in `PrecisionRecallDisplay` (#30508)

Co-authored-by: Guillaume Lemaitre <g.lemaitre58@gmail.com>
Co-authored-by: Guillaume Lemaitre <guillaume@probabl.ai>
Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",2026-02-23 20:20:58+00:00,1016,Lucy Liu,scikit-learn/scikit-learn,9,2026,2026-09,2,0.0,High Burnout
FIX make it possible to call `dir` on an empty pipeline (#33362),2026-02-23 17:01:13+00:00,34,Jérémie du Boisberranger,scikit-learn/scikit-learn,9,2026,2026-09,2,-0.2023,High Burnout
"FIX instability of `_RidgeGCV` (#33020)

Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>
Co-authored-by: Omar Salman <omar.salman2007@gmail.com>
Co-authored-by: Christian Lorentzen <lorentzen.ch@gmail.com>",2026-02-23 10:29:27+00:00,598,antoinebaker,scikit-learn/scikit-learn,9,2026,2026-09,1,0.0,High Burnout
":lock: :robot: CI Update lock files for main CI build(s) :lock: :robot: (#33370)

Co-authored-by: Lock file bot <noreply@github.com>",2026-02-23 09:16:46+00:00,178,scikit-learn-bot,scikit-learn/scikit-learn,9,2026,2026-09,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for array-api CI build(s) :lock: :robot: (#33369)

Co-authored-by: Lock file bot <noreply@github.com>",2026-02-23 09:15:33+00:00,41,scikit-learn-bot,scikit-learn/scikit-learn,9,2026,2026-09,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for scipy-dev CI build(s) :lock: :robot: (#33368)

Co-authored-by: Lock file bot <noreply@github.com>",2026-02-23 09:15:07+00:00,5,scikit-learn-bot,scikit-learn/scikit-learn,9,2026,2026-09,4,0.0,Low Burnout
":lock: :robot: CI Update lock files for free-threaded CI build(s) :lock: :robot: (#33367)

Co-authored-by: Lock file bot <noreply@github.com>",2026-02-23 09:14:47+00:00,7,scikit-learn-bot,scikit-learn/scikit-learn,9,2026,2026-09,4,0.0,Low Burnout
MNT remove unused need_update_leaves_values in private losses (#33347),2026-02-22 17:06:59+00:00,1,Christian Lorentzen,scikit-learn/scikit-learn,8,2026,2026-08,5,-0.4019,Low Burnout
FIX LogisticRegressionCV with explicit scorer and missing classes in CV folds (#32828),2026-02-21 11:57:35+00:00,110,Christian Lorentzen,scikit-learn/scikit-learn,8,2026,2026-08,5,-0.296,Low Burnout
MNT remove duplicate comment in loss module (#33341),2026-02-21 06:44:15+00:00,2,Christian Lorentzen,scikit-learn/scikit-learn,8,2026,2026-08,5,-0.3182,Low Burnout
